id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,event_date,problem,language,translated
rcint_9849,Repair Café International,NLD,Computers/phones ~ Tablet,Tablet,Sony,????,Repairable,2018-09-29,wil graag open kunnen maken om batterij te vervangen,nl,would like to make to replace battery open
restart_1645,The Restart Project,GBR,Mobile,Mobile,BlackBerry,????,End of life,2015-08-23,"Won't power on, even with a new battery",en,"Won't power on, even with a new battery"
rcint_20247,Repair Café International,CAN,Household appliances electric ~ Robotic vacuum cleaner,Vacuum,iRobot,2004,End of life,2019-07-27,won't start even with new battery installed,en,won't start even with new battery installed
restart_3263,The Restart Project,GBR,Laptop medium,Laptop,Apple,????,Repairable,2016-09-17,"Won't turn on, battery won't charge. Needs replacement battery.",en,"Won't turn on, battery won't charge. Needs replacement battery."
restart_2391,The Restart Project,GBR,Laptop medium,Laptop,Dell,????,Repairable,2016-03-12,"Won't work, no battery",en,"Won't work, no battery"
restart_15734,The Restart Project,GBR,Laptop medium,Laptop,Compaq,2012,Repairable,2019-11-10,Wont power on - no response to power button.  New PSU + Mains lead tested.  Power at motherboard OK.  Power LED white on mains and amber if battery connected after reassembly but still wont power on.,en,Wont power on - no response to power button.  New PSU + Mains lead tested.  Power at motherboard OK.  Power LED white on mains and amber if battery connected after reassembly but still wont power on.
restart_6851,The Restart Project,GBR,Laptop medium,Laptop,Dell,????,Repairable,2017-12-09,wont turn on without charger plugged in. New battery required.,en,wont turn on without charger plugged in. New battery required.
restart_10665,The Restart Project,GBR,Toy,Toy,Unknown,????,Repairable,2018-12-08,Work on battery but not mains.  Problem not identified.  Likely repairable with new external power supply.,en,Work on battery but not mains.  Problem not identified.  Likely repairable with new external power supply.
restart_9578,The Restart Project,GBR,Vacuum,Vacuum,Dyson,2016,Repairable,2018-10-13,"Works intemittantly.  Rechargable battery appeared to be deterirating, but could not be  easily removed due to broken catch.  Some improvement noted, so probably poor contact at battery.",en,"Works intemittantly.  Rechargable battery appeared to be deterirating, but could not be  easily removed due to broken catch.  Some improvement noted, so probably poor contact at battery."
restart_10664,The Restart Project,GBR,Portable radio,Portable radio,Unknown,????,Repairable,2018-12-08,Works on battery  but not mains.  Problem not identifed.,en,Works on battery  but not mains.  Problem not identifed.
restart_3354,The Restart Project,GBR,Laptop medium,Laptop,Unknown,????,Repairable,2016-10-08,Would not switch on. Needed new battery,en,Would not switch on. Needed new battery
rcwales_2500,Repair Cafe Wales,GBR,Toy ~ Xbox,Games console,Unknown,????,End of life,2019-11-01,Xbox sticky battery,en,Xbox sticky battery
restart_13748,The Restart Project,BEL,Misc,Misc,Unknown,????,Repairable,2019-06-08,"zaklampen - nakijken op werking, batterijen te vervangen",nl,"flashlights - check in operation, replace batteries"
anstiftung_1852,anstiftung,DEU,Computer ~ Laptop,Laptop,Unknown,????,Repairable,2017-07-13,"zeigte beim Einschalten die Meldung „CMOS battery low“ und ging wieder aus. Wir zerlegten gemeinsam das Gerät, was wegen versteckter Befestigungen sehr aufwändig war, und legten die Batterie frei. Der Besitzer besorgt eine neue und wir werden das Teil dann wieder zusammenbauen.",de,"showed when turning the ""CMOS battery low"" message and went out again. We disassembled the unit together, which was very time-consuming because of hidden fasteners, and put the battery free. The owner concerned a new and we will then assemble the part back."
rcint_20029,Repair Café International,NLD,Clocks / alarm clocks ~ Clock,Watch/clock,Unknown,????,Repairable,2019-07-13,Zowel opwind als batterijdeel defect,nl,Both wind-up battery as a defective portion
anstiftung_5424,anstiftung,DEU,Computer ~ Laptop,Laptop,Unknown,????,End of life,2020-07-05,akku kaput,hu,battery door
anstiftung_2970,anstiftung,DEU,Elektro Sonstiges ~ Taschenlampe,Decorative or safety lights,Unknown,????,Repairable,2018-03-01,"Die Taschenlampe, die normalerweise durch Drehen am Kurbelgriff aufgeladen werden kann, leuchtete nicht mehr. Der eingebaute Speicherakku hatte das Ende seiner Lebenszeit erreicht und muss nun gegen einen neuen getauscht werden. Als Ersatz für die alten Zellen, die wir auslöteten, wird nun ein passender Akku beschafft und beim kommenden Mal eingebaut.",de,"The torch, which can usually be charged by turning the crank handle, no longer shone. The built-in storage battery reached the end of its life and needs to be now replaced with a new one. To replace the old cells we auslöteten, a suitable battery will be procured and installed in the coming time."
anstiftung_2950,anstiftung,DEU,Handy / Smartphone / Tablet ~ Mobiltelefon,Mobile,Samsung,????,Repairable,2018-04-26,Einer fachgerechten Entsorgung musste auch ein Akku aus dem Telefon zugeführt werden. Dieser wies keine Spannung mehr auf und hatte sich bereits deutlich aufgebläht. Aus diesem Grund zeigte auch das Telefon keine Funktion und lud den Akku nicht auf. Mit einem neuen Ersatzakku dürfte es aber bald wieder funktionieren.,de,"Professional disposal had to be supplied to a battery from the phone. This had no power and was already significantly inflated. For this reason, the phone did not function and did not invite the battery. but with a new replacement battery, it should soon work again."
anstiftung_2271,anstiftung,DEU,Handy / Smartphone / Tablet ~ Tablet,Tablet,Medion,????,Repairable,2017-09-07,"Ließ sich nicht mehr einschalten.Hier vermutete der Gast einen defekten Akku, was wir nur bestätigen konnten. Nun muss erst ein passender Ersatzakku beschafft werden.",de,"could not be more einschalten.Hier the guest suspected a faulty battery, what we could only confirm. a suitable replacement battery must now only be procured."
rcint_23187,Repair Café International,NLD,Household appliances electric ~ Electric toothbrush,Hair & beauty item,Braun,????,Repairable,2019-10-12,Aan/uitknop reageert niet meer goed. Niet repareerbaar. De andere wel mits andere accu,nl,On / off button does not respond properly. Not repairable. The others are provided other battery
rcint_6186,Repair Café International,NLD,Display and sound equipment ~ Speaker,Hi-Fi separates,Philips,2015,Repairable,2018-04-07,accu defect,nl,battery defect
rcint_19754,Repair Café International,NLD,Tools electric ~ Other,Misc,Carpoint,????,End of life,2019-07-06,accu defect / oplader defect /  --- kortsluiting,nl,defective battery / charger is defective / short circuit ---
rcint_7866,Repair Café International,NLD,Computers/phones ~ Laptop,Laptop,Acer,????,End of life,2018-06-21,accu is besteld; verkeerde geleverd!,nl,battery is ordered; Wrong delivered!
rcint_19780,Repair Café International,NLD,Tools electric ~ Battery,Small home electrical,Makita,2013,End of life,2019-07-06,accu is defect   -  ouderdom?,nl,battery is defective - age?
rcint_2002,Repair Café International,NLD,Tools electric ~ Battery,Small home electrical,Bosch,2007,End of life,2017-09-02,accu is op,nl,battery is at
rcint_26541,Repair Café International,NLD,Computers/phones ~ Laptop,Laptop,Unknown,????,Repairable,2019-12-07,accu kapot,nl,battery broken
rcint_27049,Repair Café International,NLD,Household appliances electric ~ Vacuum cleaner,Vacuum,Electrolux,????,End of life,2019-12-20,accu kapot,nl,battery broken
rcint_32165,Repair Café International,NLD,Bicycles ~ Electric bike,Misc,Stella,2010,End of life,2020-09-26,accu laad niet op,nl,battery charging is not on
rcint_19664,Repair Café International,NLD,Tools electric ~ Boxwood shears,Misc,Park,2010,End of life,2019-07-04,accu laadt niet meer op,nl,battery is charged at no more
rcint_24389,Repair Café International,NLD,Tools electric ~ Other,Misc,Zero tech,2018,End of life,2019-11-02,accu laadt niet meer op,nl,battery is charged at no more
rcint_22559,Repair Café International,NLD,Household appliances electric ~ Shaver,Hair & beauty item,Philips,2002,Repairable,2019-10-05,accu laadt niet op,nl,batteries will not charge
rcint_17351,Repair Café International,NLD,Other ~ Lamp/lighting,Lamp,Unknown,2010,Repairable,2019-04-26,accu leeg,nl,battery empty
rcint_542,Repair Café International,NLD,Other ~ Shaver,Hair & beauty item,Philips,????,Repairable,2017-03-24,accu leeg,nl,battery empty
rcint_827,Repair Café International,NLD,Household appliances electric ~ Shaver,Hair & beauty item,Philips,????,Repairable,2017-04-28,accu leeg,nl,battery empty
rcint_352,Repair Café International,NLD,Household appliances electric ~ Handheld vacuum cleaner,Vacuum,Bosch,????,Repairable,2017-02-17,accu leeg (te oud),nl,Battery empty (too old)
rcint_416,Repair Café International,NLD,Toys electric ~ Toy,Toy,Fiat,????,Repairable,2017-03-04,accu moet worden vervangen,nl,batteries need to be replaced
rcint_6190,Repair Café International,NLD,Computers/phones ~ Telephone (not mobile or smartphone),Misc,LG,2000,Repairable,2018-04-07,accu oud en kapot,nl,battery old and broken
rcint_11274,Repair Café International,NLD,Computers/phones ~ Laptop,Laptop,Samsung,????,Repairable,2018-11-08,accu problemen,nl,battery problems
rcint_5954,Repair Café International,NLD,Household appliances electric ~ Hair removal system,Hair & beauty item,Philips,2016,Repairable,2018-03-29,accu slecht,nl,battery bad
rcint_11983,Repair Café International,NLD,Bicycles ~ Bicycle battery,Battery/charger/adapter,Sparta,????,End of life,2018-11-30,accu snel leeg,nl,battery quickly drains
rcint_31684,Repair Café International,NLD,Tools electric ~ Drilling machine,Power tool,Bosch,????,Repairable,2020-07-04,accu snel leeg,nl,battery quickly drains
rcint_26544,Repair Café International,NLD,Household appliances electric ~ Electric window wiper,Small home electrical,K?§rcher,????,End of life,2019-12-07,accu stuk,nl,battery piece
rcint_6797,Repair Café International,NLD,Tools electric ~ Drilling machine,Power tool,Bosch,????,Repairable,2018-05-05,accu stuk,nl,battery piece
rcint_16310,Repair Café International,NLD,Tools electric ~ Drilling machine,Power tool,Vendex,????,End of life,2019-04-04,accu+oplader,nl,battery charger +
rcint_25037,Repair Café International,NLD,Tools electric ~ Other,Misc,Absaar,????,End of life,2019-11-12,acculader,nl,battery charger
rcint_22216,Repair Café International,NLD,Tools electric ~ Screw drill,Power tool,Ferm,2011,End of life,2019-09-28,acculader kapot,nl,broken charger
rcint_2861,Repair Café International,NLD,Tools electric ~ Drilling machine,Power tool,Makita,2002,End of life,2017-10-23,De accu's zijn op.,nl,The batteries have run out.
rcint_5313,Repair Café International,NLD,Household appliances electric ~ Hand drill,Power tool,Black & Decker,1995,Repairable,2018-02-24,defecte accu,nl,"defective battery,"
rcint_11929,Repair Café International,NLD,Bicycles ~ E-bike,Misc,Sundvall,2015,End of life,2018-11-25,Diverse problemen met accu en wielen,nl,Various problems with battery and wheels
rcint_17974,Repair Café International,NLD,Household appliances electric ~ Vacuum cleaner,Vacuum,SilverCrest,????,End of life,2019-05-11,Doet het niet. Oplader stuk of accu?,nl,Does not work. Piece charger or battery?
